index,Song,Artist,All Chords,Chords,Label,Link
20,dont-cry,guns-n-roses,"['Eb', 'Ab', 'Db', 'Gb', 'Bb', 'Eb', 'Am', 'C', 'Dm', 'E', 'F', 'G', 'G/B', 'Am', 'Dm', 'G', 'C', 'G/B', 'Am', 'Dm', 'G', 'Am', 'Am', 'Dm', 'G', 'C', 'G/B', 'Am', 'Dm', 'G', 'C', 'G/B', 'Am', 'Dm', 'G', 'C', 'G/B', 'Am', 'Dm', 'G', 'C', 'G/B', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'C', 'G/B', 'Am', 'G', 'F', 'G', 'Am', 'Am', 'Dm', 'G', 'C', 'G/B', 'Am', 'Dm', 'G', 'C', 'G/B', 'Am', 'Dm', 'G', 'C', 'G/B', 'Am', 'Dm', 'G', 'C', 'G/B', 'Am', 'G', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'C', 'G/B', 'Am', 'G', 'F', 'G', 'Am', 'Dm', 'F', 'G', 'Am', 'G', 'F', 'G', 'Am', 'G', 'F', 'G', 'E', 'F', 'F', 'G', 'Am', 'Dm', 'G', 'C', 'G/B', 'Am', 'Dm', 'G', 'C', 'G/B', 'Am', 'Dm', 'G', 'C', 'G/B', 'Am', 'Dm', 'G', 'C', 'G/B', 'Am', 'G', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'C', 'G/B', 'Am', 'G', 'F', 'G', 'F', 'G', 'F', 'G', 'E', 'F', 'F', 'G', 'F', 'G', 'F', 'G']","C,Db,Gb,Am,Dm,E,Eb,Ab,Bb,G/B,G,F",novice,https://tabs.ultimate-guitar.com/tab/guns-n-roses/dont-cry-chords-337150
21,you-are-my-all-in-all,aaron-shust,"['G', 'D', 'Em', 'G', 'C', 'G', 'D', 'G', 'D', 'G', 'D', 'Em', 'G', 'C', 'G', 'D', 'G', 'D', 'G', 'D', 'Em', 'G', 'C', 'G', 'D', 'G', 'D', 'Em', 'G', 'C', 'D', 'G', 'G', 'D', 'Em', 'G', 'C', 'G', 'D', 'G', 'D', 'G', 'D', 'Em', 'G', 'C', 'G', 'D', 'G']","Em,C,D,G",intermediate,https://tabs.ultimate-guitar.com/tab/aaron-shust/you-are-my-all-in-all-chords-1180272
22,hold-me-while-you-wait,lewis-capaldi,"['B', 'B', 'D#m', 'E', 'B', 'D#m', 'E', 'G#m', 'B', 'F#', 'G#m', 'B', 'F#', 'B', 'D#m', 'G#m', 'F#', 'B', 'B', 'D#m', 'E', 'G#m', 'B', 'F#', 'B', 'D#m', 'G#m', 'F#', 'B', 'D#m', 'G#m', 'F#', 'E', 'F#', 'G#m', 'B', 'E', 'F#', 'G#m', 'B', 'D#m', 'G#m', 'F#', 'B', 'D#m', 'G#m', 'F#', 'B', 'D#m', 'G#m', 'F#']","F#,E,B,D#m,G#m",novice,https://tabs.ultimate-guitar.com/tab/lewis-capaldi/hold-me-while-you-wait-chords-2683467
23,all-the-things-you-are,tony-bennett,"['A', 'A6', 'Aaug', 'Ab6', 'Ab7/C', 'Adim', 'B7', 'Bb', 'Bb6', 'Bm6', 'Bm7', 'Bbm6', 'Bbm7', 'Bdim', 'Bm', 'C7', 'C7sus', 'C9', 'D', 'Db6', 'Db7', 'Dbm', 'Dm', 'E7', 'E9', 'Eb7', 'Eb9', 'Emaj7', 'F', 'F#m', 'F7', 'Fm7', 'Ab6', 'Fm7', 'Ab6', 'Fm7', 'Bdim', 'Eb9', 'Eb7', 'Eb9', 'Eb7', 'Ab6', 'Fm7', 'Bdim', 'Eb7', 'Ab6', 'Fm7', 'Ab6', 'Fm7', 'Bdim', 'C7sus', 'C7', 'C9', 'Ab6', 'Fm7', 'Bbm7', 'Eb9', 'Eb7', 'Ab6', 'Db7', 'F#m', 'Bm', 'E7', 'A', 'D', 'Ab7/C', 'Db6', 'Dbm', 'F#m', 'B7', 'Emaj7', 'A', 'Eb7', 'Ab6', 'Bbm7', 'Eb7', 'Eb9', 'Ab6', 'Bbm6', 'C7', 'F', 'Aaug', 'F#m', 'Bm', 'E7', 'A', 'D', 'Dm', 'A6', 'Adim', 'Bm7', 'E9', 'E7', 'A', 'Bm6', 'Db7', 'Bbm7', 'Eb7', 'Ab6', 'Bbm6', 'C7', 'F', 'Aaug', 'F#m', 'Bm', 'E7', 'A', 'D', 'Dm', 'A', 'Adim', 'Bm7', 'E9', 'F7', 'Bb']","Dm,C7sus,Bbm7,Db7,Ab6,Bb,Bbm6,D,Bm,C7,F7,B7,F#m,Ab7/C,C9,A6,Emaj7,Adim,A,Bm6,Fm7,Bdim,E7,Eb9,Bm7,Eb7,Bb6,Aaug,Db6,E9,Dbm,F",advanced,https://tabs.ultimate-guitar.com/tab/tony-bennett/all-the-things-you-are-chords-3175121
24,it-makes-no-difference,the-band,"['A', 'F#m', 'D', 'E', 'A', 'D', 'A', 'D', 'C#m', 'F#m', 'E', 'Bm7', 'D', 'C#m', 'F#m', 'E', 'D', 'E', 'A', 'F#m', 'D', 'E', 'A', 'D', 'A', 'A', 'F#m', 'D', 'E', 'A', 'D', 'A', 'A', 'Em7', 'D', 'B7', 'A', 'F#m', 'D', 'E', 'A', 'D', 'A', 'D', 'C#m', 'F#m', 'E', 'Bm7', 'D', 'C#m', 'F#m', 'E', 'D', 'E', 'A', 'F#m', 'D', 'E', 'A', 'D', 'A', 'A', 'F#m', 'D', 'E', 'A', 'D', 'A', 'A', 'Em7', 'D', 'B7', 'A', 'F#m', 'D', 'E', 'A', 'D', 'A', 'E', 'C#m', 'D', 'Bm', 'E', 'C#m', 'D', 'Bm', 'E', 'A', 'F#m', 'D', 'E', 'A', 'D', 'A', 'A', 'F#m', 'D', 'E', 'A', 'D', 'A', 'A', 'Em7', 'D', 'B7', 'A', 'F#m', 'D', 'E', 'A', 'D']","Bm7,A,B7,F#m,Em7,E,Bm,D,C#m",advanced,https://tabs.ultimate-guitar.com/tab/the-band/it-makes-no-difference-chords-261871
25,can-i-be-him,james-arthur,"['A', 'E', 'Dadd9', 'A', 'E', 'Dadd9', 'A', 'E', 'Dadd9', 'F#m', 'E', 'Dadd9', 'A', 'E', 'Dadd9', 'A', 'E', 'Dadd9', 'F#m', 'E', 'Dadd9', 'A', 'E', 'Dadd9', 'A', 'A', 'E', 'Dadd9', 'A', 'E', 'Dadd9', 'F#m', 'E', 'Dadd9', 'F#m', 'E', 'Dadd9', 'A', 'E', 'Dadd9', 'A', 'E', 'Dadd9', 'F#m', 'E', 'Dadd9', 'A', 'E', 'Dadd9', 'F#m', 'C#m7', 'F#m', 'C#m7', 'F#m', 'C#m7', 'Dadd9', 'E', 'A', 'E', 'Dadd9', 'Dadd9', 'A', 'E', 'Dadd9', 'Dadd9', 'A', 'E', 'Dadd9', 'A', 'E', 'Dadd9', 'F#m', 'E', 'Dadd9', 'A', 'E', 'Dadd9', 'A', 'E', 'Dadd9', 'A', 'E']","A,C#m7,Dadd9,F#m,E",novice,https://tabs.ultimate-guitar.com/tab/james-arthur/can-i-be-him-chords-1898933
26,helena,my-chemical-romance,"['C', 'C#5', 'E5', 'C#5', 'E5', 'B5', 'C#m', 'E', 'C#m', 'A', 'C#m', 'B', 'G#m', 'A', 'C#m', 'B', 'G#m', 'A', 'C#m', 'B', 'E', 'E', 'B', 'G#m', 'C#m', 'C', 'E', 'C#m', 'E', 'C#m', 'A', 'C#m', 'B', 'G#m', 'A', 'C#m', 'B', 'G#m', 'A', 'C#m', 'B', 'E', 'E', 'B', 'G#m', 'C#m', 'C', 'E', 'E', 'B', 'G#m', 'C#m', 'C', 'E', 'C#5', 'E5', 'B5', 'G#5', 'C#5', 'E5', 'B5', 'C5', 'C#5', 'E5', 'B5', 'G#5', 'C#5', 'E5', 'B5', 'C5', 'C#5', 'E', 'B', 'G#m', 'C#m', 'C', 'E', 'E', 'B', 'G#m', 'C#m', 'C']","E5,A,C,B5,E,B,C#5,C5,G#5,C#m,G#m",advanced,https://tabs.ultimate-guitar.com/tab/my-chemical-romance/helena-chords-1797921
27,summer-of-69,bryan-adams,"['D', 'D', 'A', 'D', 'A', 'D', 'A', 'D', 'A', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'D', 'A', 'D', 'A', 'D', 'A', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'D', 'A', 'D', 'A', 'F', 'Bb', 'C', 'Bb', 'F', 'Bb', 'C', 'D', 'A', 'D', 'A', 'D', 'A', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'D', 'A', 'D', 'A', 'D']","A,C,Bm,Bb,D,G,F",novice,https://tabs.ultimate-guitar.com/tab/bryan-adams/summer-of-69-chords-843137
28,everybodys-son,cloves,"['G', 'Am', 'G', 'G', 'Am', 'G', 'Am', 'G', 'Bm', 'G', 'Bm', 'G', 'Am', 'Em', 'D', 'G', 'G', 'Am', 'G', 'G', 'Am', 'G', 'Am', 'G', 'Bm', 'G', 'Bm', 'G', 'Am', 'Em', 'D', 'G', 'Am', 'Em', 'C', 'Am', 'G', 'D', 'C', 'Am', 'G', 'D', 'G', 'Am', 'G', 'Bm', 'G', 'Bm', 'G', 'Bm', 'G', 'Bm', 'G', 'Am', 'Em', 'D', 'G', 'Am', 'Em', 'D', 'G', 'Am', 'Em', 'D', 'G', 'Am']","Em,C,Am,D,Bm,G",advanced,https://tabs.ultimate-guitar.com/tab/cloves/everybodys-son-chords-2078837
29,team,lorde,"['C', 'C', 'Am', 'G', 'C', 'C', 'Am', 'G', 'C', 'C', 'Am', 'G', 'F', 'Am', 'G', 'Em', 'Am', 'F', 'Am', 'G', 'Am', 'F', 'Am', 'G', 'C', 'C', 'Am', 'G', 'C', 'C', 'Am', 'G', 'F', 'Am', 'G', 'Em', 'Am', 'F', 'Am', 'G', 'F', 'F', 'Am', 'G', 'F', 'Am', 'G', 'F', 'Am', 'G', 'Em', 'Am', 'F', 'Am', 'G', 'F', 'F', 'Am', 'G', 'F', 'Am', 'G']","Em,C,Am,G,F",intermediate,https://tabs.ultimate-guitar.com/tab/lorde/team-chords-1420607
30,too-good-at-goodbyes,sam-smith,"['Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7', 'Dm', 'F', 'C', 'F', 'Gm7']","Dm,C,Gm7,F",intermediate,https://tabs.ultimate-guitar.com/tab/sam-smith/too-good-at-goodbyes-chords-2202103
31,hay-amores,shakira,"['Am', 'Dm', 'Am', 'Dm', 'Am', 'F', 'Am', 'Dm', 'E7', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'F', 'Am', 'Dm', 'E7', 'Dm', 'E7', 'Am', 'F', 'E7', 'F', 'E7', 'F', 'E7', 'A', 'A7', 'Dm', 'E7', 'Am', 'F', 'E7', 'F', 'E7', 'Am', 'Dm', 'E7', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'F', 'Am', 'Am', 'Dm', 'Am', 'Dm', 'Am', 'F', 'Am', 'Dm', 'E7', 'Am', 'F', 'E7', 'F', 'E7', 'F', 'E7', 'A', 'A7', 'Dm', 'E7', 'Am', 'F', 'E7', 'F', 'E7', 'Am', 'Dm', 'E7', 'E7', 'Am', 'Dm', 'E7', 'Am', 'Dm', 'F', 'E7']","A,Am,Dm,A7,E7,F",advanced,https://tabs.ultimate-guitar.com/tab/shakira/hay-amores-chords-2040273
32,whyd-you-only-call-me-when-youre-high,arctic-monkeys,"['Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'Em', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'C', 'Am', 'Em', 'Em', 'Am', 'Em', 'C', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'B', 'B', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C', 'Em', 'C']","Em,C,B,Am",novice,https://tabs.ultimate-guitar.com/tab/arctic-monkeys/whyd-you-only-call-me-when-youre-high-chords-1419146
33,lost-without-you,john-petrucci,"['Gmadd9', 'Fadd9', 'Gmadd9', 'Cm7', 'Dm7', 'Gm11', 'Em7b5', 'Eb7#9', 'D9', 'D7b9', 'Gmadd9', 'Cmadd9', 'Gmadd9', 'Am7b5', 'D7b9', 'Gsus2', 'Fsus2', 'Cm7', 'Dm7', 'Gm7', 'Em7b5', 'Eb7#9', 'D9', 'G5', 'C5', 'Bb5', 'G5', 'Bb5', 'C5', 'Bb5', 'Eb', 'Ebsus4', 'Eb', 'Ebsus2', 'Bb', 'Bbsus4', 'Eb', 'Ebsus4', 'Eb', 'Bb', 'Bbsus4', 'Eb', 'Ebsus4', 'Eb', 'Bb', 'Bbsus4', 'Eb', 'Ebsus4', 'Eb', 'Bb', 'Bbsus4', 'Eb/G', 'Absus2', 'Bb/D', 'Eb', 'Bb/D', 'C', 'F/A', 'Bb', 'D', 'Gmadd9', 'Fadd9', 'Cm7', 'Dm7', 'Gm11', 'Em7b5', 'Eb7#9', 'D9', 'D7b9', 'G5', 'C5', 'Bb5', 'G5', 'A5', 'D5']","C,Em7b5,D7b9,Cmadd9,Bb,D,Bb/D,Ebsus2,Gsus2,Absus2,Eb,Gmadd9,Fadd9,Bb5,A5,Ebsus4,D9,Gm11,Dm7,Fsus2,F/A,Cm7,G5,Bbsus4,Eb7#9,Gm7,D5,C5,Am7b5,Eb/G",advanced,https://tabs.ultimate-guitar.com/tab/john-petrucci/lost-without-you-chords-2595981
34,supermarket-flowers,ed-sheeran,"['C', 'Dm', 'Em', 'F', 'F', 'C', 'Am', 'G', 'G', 'Dm7', 'C', 'Em', 'F', 'C', 'Em', 'F', 'C', 'Em', 'F', 'C', 'Em', 'F', 'Am', 'G', 'F', 'Dm7', 'C', 'F', 'G', 'C', 'C', 'Em', 'F', 'C', 'Em', 'F', 'Am', 'G', 'F', 'Dm7', 'C', 'F', 'G', 'C', 'Dm', 'F', 'C', 'G', 'Dm', 'F', 'C', 'G', 'C', 'Em', 'F', 'G', 'C', 'Em', 'F', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'C', 'Em', 'F', 'G', 'C', 'Em', 'F', 'C', 'Em', 'F', 'C', 'Em', 'F', 'G', 'Am', 'G', 'F', 'C', 'F', 'G', 'C', 'Dm', 'F', 'C', 'G', 'Dm', 'F', 'C', 'G', 'C', 'Em', 'F', 'G', 'C', 'Em', 'F', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'C', 'Em', 'F', 'C', 'Em', 'F', 'C', 'Em', 'F', 'Am', 'G', 'F', 'C', 'Em', 'Fadd9', 'C', 'Em', 'Fadd9', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G']","Em,Dm7,C,Am,Dm,Fadd9,G,F",novice,https://tabs.ultimate-guitar.com/tab/ed-sheeran/supermarket-flowers-chords-1956603
35,blue-skies,frank-sinatra,"['Em', 'B+/D#', 'B7/D#', 'G/D', 'A9/C#', 'Gmaj7', 'Bb9', 'Am11', 'D9sus', 'G', 'Cmaj7', 'F#13(b9)', 'B7(#5)', 'Em', 'B+/D#', 'B7/D#', 'G/D', 'A9/C#', 'Gmaj7', 'Bb9', 'Am11', 'D9sus', 'G', 'Am7', 'Bbdim7', 'G7/B', 'G', 'Cm/G', 'G', 'Cm/G', 'G', 'Cm/G', 'G', 'G', 'Cm/G', 'G', 'Cm/G', 'G', 'D7', 'G', 'B7(#5)', 'Em', 'B+/D#', 'B7/D#', 'G/D', 'A9/C#', 'Gmaj7', 'Bb9', 'Am11', 'D9sus', 'G', 'Am7', 'Bbdim7', 'G7/B', 'G', 'Cm/G', 'G', 'Cm/G', 'G', 'Cm/G', 'G', 'G', 'Cm/G', 'G', 'Cm/G', 'G', 'D7', 'G', 'B7(#5)', 'Em', 'B+/D#', 'B7/D#', 'G/D', 'A9/C#', 'Gmaj7', 'Bb9', 'Am11', 'D9sus']","Em,A9/C#,G/D,Am11,Cmaj7,Am7,D7,Gmaj7,F#13(b9),D9sus,B7/D#,Bbdim7,Cm/G,B+/D#,G7/B,Bb9,G,B7(#5)",advanced,https://tabs.ultimate-guitar.com/tab/frank-sinatra/blue-skies-chords-2007437
36,when-the-partys-over,billie-eilish,"['F', 'Am', 'C', 'F', 'F', 'Am', 'C', 'F', 'F', 'Am', 'C', 'F', 'F', 'Am', 'C', 'F', 'F', 'Am', 'C', 'F', 'F', 'Am', 'C', 'F', 'Dm', 'Am', 'C', 'F', 'Dm', 'Am', 'C', 'F', 'F', 'Am', 'C', 'F', 'F', 'Am', 'C', 'F', 'F', 'Am', 'C', 'F', 'C', 'F', 'Am', 'C', 'F', 'F', 'Am', 'C', 'F', 'Dm', 'Am', 'C', 'F', 'Dm', 'Am', 'C', 'F', 'Dm', 'Am', 'C', 'F', 'Dm', 'Am', 'C', 'F', 'G', 'F', 'F#dim', 'G', 'F', 'F', 'Am', 'C', 'F', 'Dm', 'Am', 'C', 'F', 'Dm', 'Am', 'C']","C,Am,Dm,G,F#dim,F",novice,https://tabs.ultimate-guitar.com/tab/billie-eilish/when-the-partys-over-chords-2306755
37,layla,eric-clapton,"['Dm', 'Bb', 'C', 'Dm', 'C', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'C#m7', 'G#7', 'C#m7', 'C', 'D', 'E', 'E7', 'F#m', 'B', 'E', 'A', 'F#m', 'B', 'E', 'A', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'C#m7', 'G#7', 'C#m7', 'C', 'D', 'E', 'E7', 'F#m', 'B', 'E', 'A', 'F#m', 'B', 'E', 'A', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'C#m7', 'G#7', 'C#m7', 'C', 'D', 'E', 'E7', 'F#m', 'B', 'E', 'A', 'F#m', 'B', 'E', 'A', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'A', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm', 'Dm', 'Bb', 'C', 'Dm']","A,C,C#m7,G#7,F#m,Dm,E,B,Bb,D,E7",intermediate,https://tabs.ultimate-guitar.com/tab/eric-clapton/layla-chords-1878266
38,house-of-the-rising-sun,the-animals,"['Am', 'C', 'D', 'F', 'Am', 'E', 'Am', 'E', 'Am', 'C', 'D', 'F', 'Am', 'C', 'E', 'E', 'Am', 'C', 'D', 'F', 'Am', 'E', 'Am', 'C', 'D', 'F', 'Am', 'E', 'Am', 'E', 'Am', 'C', 'D', 'F', 'Am', 'C', 'E', 'E', 'Am', 'C', 'D', 'F', 'Am', 'E', 'Am', 'C', 'D', 'F', 'Am', 'E', 'Am', 'E', 'Am', 'C', 'D', 'F', 'Am', 'C', 'E', 'E', 'Am', 'C', 'D', 'F', 'Am', 'E', 'Am', 'C', 'D', 'F', 'Am', 'E', 'Am', 'E', 'Am', 'C', 'D', 'F', 'Am', 'C', 'E', 'E', 'Am', 'C', 'D', 'F', 'Am', 'E', 'Am', 'C', 'D', 'F', 'Am', 'E', 'Am', 'E', 'Am', 'C', 'D', 'F', 'Am', 'C', 'E', 'E', 'Am', 'C', 'D', 'F', 'Am', 'E', 'Am', 'C', 'D', 'F', 'Am', 'E', 'Am', 'E', 'Am', 'C', 'D', 'F', 'Am', 'C', 'E', 'E', 'Am', 'C', 'D', 'F', 'Am', 'E', 'Am', 'C', 'D', 'F', 'Am', 'E', 'Am', 'E', 'Am', 'C', 'D', 'F', 'Am', 'C', 'E', 'E', 'Am', 'C', 'D', 'F', 'Am', 'E', 'Am', 'C', 'D', 'F', 'Am', 'E', 'Am', 'Dm', 'Am', 'Dm', 'Am']","C,Am,Dm,E,D,F",novice,https://tabs.ultimate-guitar.com/tab/the-animals/house-of-the-rising-sun-chords-763620
39,ocean-eyes,billie-eilish,"['C', 'Dsus2', 'Em', 'G', 'G/B', 'C', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'G', 'G/B', 'C', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'G', 'G/B', 'C', 'G', 'G/B', 'C', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'G', 'G/B', 'C', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'G', 'G/B', 'C', 'G', 'G/B', 'C', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'G', 'G/B', 'C', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'G', 'G/B', 'C', 'G', 'G/B', 'C', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'G', 'G/B', 'C', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'G', 'G/B', 'C', 'G', 'G/B', 'C', 'C', 'Dsus2', 'Em', 'G', 'G/B', 'C', 'C', 'Dsus2', 'Em', 'G', 'G/B', 'C', 'G', 'G/B', 'C', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'G', 'G/B', 'C', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'C', 'Dsus2', 'Em', 'G', 'G/B', 'C', 'G', 'G/B']","Em,C,Dsus2,G/B,G",novice,https://tabs.ultimate-guitar.com/tab/billie-eilish/ocean-eyes-chords-1834352
40,surfin-usa,the-beach-boys,"['C', 'G7', 'C', 'G7', 'C', 'F', 'C', 'G7', 'F', 'C', 'C', 'G7', 'C', 'G7', 'C', 'F', 'C', 'G7', 'F', 'C', 'C', 'G7', 'C', 'G7', 'C', 'F', 'C', 'G7', 'F', 'C', 'C', 'G7', 'C', 'G7', 'C', 'F', 'C', 'G7', 'F', 'C', 'C', 'G7', 'F']","G7,C,F",intermediate,https://tabs.ultimate-guitar.com/tab/the-beach-boys/surfin-usa-chords-1053572
41,nothin-on-you,cody-johnson,"['G', 'G', 'G', 'G', 'G', 'Am', 'C', 'G', 'G', 'Am', 'C', 'G', 'G', 'Am', 'C/B', 'C', 'G', 'G', 'Am', 'C', 'F', 'C', 'G', 'G', 'Am', 'C', 'G', 'G', 'Am', 'C', 'G', 'G', 'Am', 'C', 'G', 'G', 'Am', 'C', 'F', 'C', 'G', 'G', 'Am', 'C', 'G', 'G', 'Am', 'C', 'F', 'C', 'G', 'Am', 'C', 'G', 'Am', 'Am', 'C']","C,Am,C/B,G,F",intermediate,https://tabs.ultimate-guitar.com/tab/cody-johnson/nothin-on-you-chords-2578341
42,mine,taylor-swift,"['C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'D', 'C', 'G', 'D', 'Em', 'D', 'C', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'D', 'C', 'G', 'D', 'Em', 'D', 'C', 'G', 'D', 'Em', 'D', 'C', 'G', 'D', 'Em', 'D', 'C', 'G', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'C', 'G', 'D', 'Em', 'D', 'C', 'G', 'D', 'Em', 'D', 'C', 'G', 'D', 'Em', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G']","Em,G,D,C",novice,https://tabs.ultimate-guitar.com/tab/taylor-swift/mine-chords-975214
43,the-pretender,jackson-browne,"['G', 'C', 'G', 'C', 'G', 'D', 'C', 'G', 'C', 'G', 'C', 'G', 'D', 'C', 'G/B', 'D/A', 'G', 'C', 'G/B', 'D/A', 'G', 'G', 'C', 'G', 'D', 'C', 'G', 'C', 'G', 'C', 'G', 'D', 'C', 'G/B', 'D/A', 'G', 'C', 'G/B', 'D/A', 'G', 'D', 'C', 'Em/B', 'B7', 'C', 'Em', 'C', 'G', 'B7', 'Em', 'A', 'A7', 'D', 'Em', 'D', 'C', 'D', 'Em', 'C', 'D', 'G', 'G', 'C', 'G', 'C', 'Em', 'D7/D#', 'G/D', 'C', 'G/B', 'Em', 'D', 'G', 'C', 'G', 'D', 'C', 'G', 'C', 'G', 'C', 'G', 'D', 'C', 'G/B', 'D/A', 'G', 'C', 'G/B', 'D/A', 'G', 'D', 'C', 'Em/B', 'B7', 'C', 'Em', 'C', 'G', 'B7', 'Em', 'A', 'A7', 'D', 'Em', 'D', 'C', 'D', 'Em', 'C', 'D', 'G', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'G']","Em,A,C,B7,G/D,Em/B,D7/D#,D/A,G/B,D,G,A7",advanced,https://tabs.ultimate-guitar.com/tab/jackson-browne/the-pretender-chords-1673167
